"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Item_Id_Category","Outlet_Age","Item_MRP_clusters","sommes_num","Qty_Vente","MrpParUnite","Visi_plus_MRP","Visi_fois_MRP","MRP_plus_Weight","MRP_fois_Weight","Outlet_Ranking","Sum_of_ordinals","ItemAvgMRPmap","produit_num"
"4341","NCI43",19.85,"Non Edible",0.025968706,"Household",49.5376,"OUT046","1997","Small","Tier 1","Supermarket Type1",1006.6896,"NC",24,"4",69.413568706,20.3217273343884,16.5125333333333,49.563568706,1.2864273703456,69.3876,983.32136,9,2348.30140167617,2.44458942065491,3.30931331486039e+22
"4342","DRF03",19.1,"Low Fat",0.045400017,"Dairy",38.8138,"OUT045","2002","Small","Tier 2","Supermarket Type1",690.4346,"DR",19,"4",57.959200017,17.7883793908352,12.9379333333333,38.859200017,1.7621471798346,57.9138,741.34358,8,1731.9705802967,2.0984537521815,8.35789141942377e+21
"4343","NCF30",17,"Non Edible",0.126958147,"Household",125.8362,"OUT017","2007","Small","Tier 2","Supermarket Type1",2516.724,"NC",14,"1",142.963158147,20,41.9454,125.963158147,15.9759307775214,142.8362,2139.2154,3,5327.87165186452,7.39389411764706,3.08288745878721e+27
"4344","FDB12",11.15,"Regular",0.105307659,"Baking Goods",102.0648,"OUT046","1997","Small","Tier 1","Supermarket Type1",1038.648,"FD",24,"1",113.320107659,10.1763585486867,34.0216,102.170107659,10.7482051543032,113.2148,1138.02252,9,2728.07129473684,9.30513901345292,5.0069321289167e+25
"4345","FDW19",12.35,"Regular",0.038500421,"Fruits and Vegetables",110.757,"OUT046","1997","Small","Tier 1","Supermarket Type1",1208.427,"FD",24,"1",123.145500421,10.9106151304206,36.919,110.795500421,4.264191128697,123.107,1367.84895,9,3163.42723814247,8.94226720647773,9.03923856606898e+24
"4346","FDB45",20.85,"Low Fat",0.02137305,"Fruits and Vegetables",103.3306,"OUT045","2002","Small","Tier 2","Supermarket Type1",522.653,"FD",19,"1",124.20197305,5.05806605206976,34.4435333333333,103.35197305,2.20849008033,124.1806,2154.44301,8,3251.05961975823,5.01185931254996,7.3253707822057e+23
"4347","FDY55",16.75,"Low Fat",0.0814867971666667,"Fruits and Vegetables",255.7988,"OUT027","1985","Medium","Tier 3","Supermarket Type3",9251.9568,"FD",36,"2",272.630286797167,36.1688827312716,127.8994,255.880286797167,20.8442249310767,272.5488,4284.6299,6,14861.3852587036,15.3558155887231,2.87344242799003e+31
"4348","FDK40",7.035,"Low Fat",0.0218752467142857,"Frozen Foods",263.291,"OUT010","1998","Medium","Tier 3","Grocery Store",525.982,"FD",23,"2",270.347875246714,1.99772115264099,131.6455,263.312875246714,5.759555582651,270.326,1852.252185,1,3624.18235508278,37.4274500513306,3.89847206457303e+24
"4349","FDU11",4.785,"Low Fat",0.09297084,"Breads",122.0098,"OUT018","2009","Medium","Tier 3","Supermarket Type2",2048.6666,"FD",12,"1",126.88777084,16.7910003950502,61.0049,122.10277084,11.343353594232,126.7948,583.816893,4,3249.61869581868,25.1995402298851,1.2639648717601e+25
"4350","FDP33",18.7,"Low Fat",0.088839949,"Snack Foods",254.2672,"OUT027","1985","Medium","Tier 3","Supermarket Type3",10993.6896,"FD",36,"2",273.056039949,43.2367588112033,127.1336,254.356039949,22.5890850803728,272.9672,4754.79664,6,17083.3311507339,13.6586737967914,8.17742946909103e+31
"4351","FDN49",17.25,"Regular",0.125341065,"Breakfast",40.348,"OUT010","1998","Medium","Tier 3","Grocery Store",39.948,"FD",23,"4",57.723341065,0.990086249628234,20.174,40.473341065,5.05726129062,57.598,696.003,1,1020.2278451715,2.36155877616747,68637046860580225024
"4352","FDR15",9.3,"Regular",0.033505804,"Meat",153.4314,"OUT045","2002","Small","Tier 2","Supermarket Type1",2482.1024,"FD",19,"3",162.764905804,16.1772779235541,51.1438,153.464905804,5.1408424158456,162.7314,1426.91202,8,4667.8475675326,16.645311827957,1.00556015021442e+26
"4353","FDO38",17.25,"Low Fat",0.072986772,"Canned",78.8986,"OUT045","2002","Small","Tier 2","Supermarket Type1",1635.8706,"FD",19,"4",96.221586772,20.7338355813665,26.2995333333333,78.971586772,5.7585541293192,96.1486,1361.00085,8,3470.80874194902,4.51521674718196,2.63600536347983e+25
"4354","DRC24",17.85,"Low Fat",0.024961677,"Soft Drinks",153.1998,"OUT017","2007","Small","Tier 2","Supermarket Type1",3383.5956,"DR",14,"3",171.074761677,22.0861619923786,51.0666,153.224761677,3.8241239240646,171.0498,2734.61643,3,6899.93352855889,8.59009150326797,2.421702320421e+26
"4355","NCU17",5.32,"Non Edible",0.092433518,"Health and Hygiene",101.6674,"OUT027","1985","Medium","Tier 3","Supermarket Type3",1426.1436,"NC",36,"1",107.079833518,14.0275407849517,50.8337,101.759833518,9.3974754479132,106.9874,540.870568,6,2518.08396462063,19.1208563074353,8.33883911416677e+24
"4356","FDK22",9.8,"Low Fat",0.026081567,"Snack Foods",217.585,"OUT035","2004","Small","Tier 2","Supermarket Type1",4327.7,"FD",17,"2",227.411081567,19.8896982788336,72.5283333333333,217.611081567,5.674957755695,227.385,2132.333,7,7499.02591499246,22.044387755102,2.33584398297056e+27
"4357","DRP35",18.85,"Low Fat",0.09079168,"Hard Drinks",127.1336,"OUT013","1987","High","Tier 3","Supermarket Type1",3579.3408,"DR",34,"1",146.07439168,28.1541685282254,127.1336,127.22439168,11.542673128448,145.9836,2396.46836,2,6766.64859154467,6.77454995579133,2.11382489665568e+28
"4358","NCL29",9.695,"Non Edible",0.113917889,"Health and Hygiene",158.2604,"OUT035","2004","Small","Tier 2","Supermarket Type1",2693.8268,"NC",17,"3",168.069317889,17.021483580226,52.7534666666667,158.374317889,18.0286906802956,167.9554,1534.334578,7,5020.34672441704,16.3329448169159,5.52697526037697e+27
"4359","FDG53",10,"Low Fat",0.045928229,"Frozen Foods",138.118,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1957.452,"FD",22,"1",148.163928229,14.1723164250858,69.059,138.163928229,6.343515133022,148.118,1381.18,10,4063.32182676411,14.0118,1.86584294936933e+26
"4360","DRM23",16.6,"Low Fat",0.135620265,"Hard Drinks",172.9422,"OUT013","1987","High","Tier 3","Supermarket Type1",2931.5174,"DR",34,"3",189.677820265,16.9508506310201,172.9422,173.077820265,23.454466993683,189.5422,2870.84052,2,6814.6680150837,10.3700120481928,2.53819214214241e+29
"4361","FDR09",18.25,"Low Fat",0.077709902,"Snack Foods",259.6962,"OUT035","2004","Small","Tier 2","Supermarket Type1",5438.9202,"FD",17,"2",278.023909902,20.9433953981614,86.5654,259.773909902,20.1809662517724,277.9462,4739.45565,7,11450.5794569694,14.1997917808219,3.50688574467317e+30
"4362","NCJ30",5.82,"Non Edible",0.134975628,"Household",170.579,"OUT010","1998","Medium","Tier 3","Grocery Store",509.337,"NC",23,"3",176.533975628,2.98593027277684,85.2895,170.713975628,23.024007648612,176.399,992.76978,1,2345.32767858835,29.1269759450172,1.5523599167956e+25
"4363","FDZ04",9.31,"Low Fat",0.037955094,"Frozen Foods",62.151,"OUT046","1997","Small","Tier 1","Supermarket Type1",1201.769,"FD",24,"4",71.498955094,19.3362777750961,20.717,62.188955094,2.358947047194,71.461,578.62581,9,2151.15621712343,6.75688029597804,4.75548642648302e+22
"4364","FDM10",18.25,"Low Fat",0.076125668,"Snack Foods",214.0218,"OUT045","2002","Small","Tier 2","Supermarket Type1",2564.6616,"FD",19,"2",232.347925668,11.9831792836057,71.3406,214.097925668,16.2925524915624,232.2718,3905.89785,8,7535.95677788817,11.705304109589,1.63635666639613e+29
"4365","FDR21",19.7,"Low Fat",0.067039526,"Snack Foods",178.337,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1411.496,"FD",22,"3",198.104039526,7.91476810757162,89.1685,178.404039526,11.955627948262,198.037,3513.2389,10,5869.51063282203,8.95670050761421,2.08258997093112e+28
"4366","DRJ49",6.865,"Low Fat",0.014021626,"Soft Drinks",127.1652,"OUT045","2002","Small","Tier 2","Supermarket Type1",1291.652,"DR",19,"1",134.044221626,10.157275732669,42.3884,127.179221626,1.7830628746152,134.0302,872.989098,8,2790.24298157377,18.7622286962855,1.2757189955e+23
"4367","FDJ15",11.35,"Regular",0.023358738,"Dairy",184.4608,"OUT049","1999","Medium","Tier 1","Supermarket Type1",4042.7376,"FD",22,"3",195.834158738,21.9165134272431,92.2304,184.484158738,4.3087714984704,195.8108,2093.63008,10,7080.42512155401,16.1815682819383,1.93840543163634e+27
"4368","FDO34",17.7,"Low Fat",0.029933275,"Snack Foods",169.0816,"OUT035","2004","Small","Tier 2","Supermarket Type1",5201.2296,"FD",17,"3",186.811533275,30.7616535447973,56.3605333333333,169.111533275,5.06116603024,186.7816,2992.74432,7,9064.93322497587,9.46286503452605,6.92332421575479e+27
"4369","NCG30",20.2,"Non Edible",0.111777297,"Household",124.6046,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2863.6058,"NC",36,"1",144.916377297,22.9815416124284,62.3023,124.716377297,13.9279653817662,144.8046,2517.01292,6,6109.75393758159,6.15974367436744,3.9457082251257e+28
"4370","FDS60",20.85,"Low Fat",0.032448523,"Baking Goods",177.866,"OUT046","1997","Small","Tier 1","Supermarket Type1",1078.596,"FD",24,"3",198.748448523,6.0640931937526,59.2886666666667,177.898448523,5.771488991918,198.716,3708.5061,9,5695.89669464889,8.61707434052758,1.05109993078513e+27
"4371","FDX57",17.25,"Regular",0.047266211,"Snack Foods",97.0068,"OUT046","1997","Small","Tier 1","Supermarket Type1",1846.9292,"FD",24,"1",114.304066211,19.0391725116177,32.3356,97.054066211,4.5851438772348,114.2568,1673.3673,9,4076.2880233726,5.61907375201288,6.10272401851769e+25
"4372","FDS40",15.35,"Low Fat",0.01404119,"Frozen Foods",38.419,"OUT049","1999","Medium","Tier 1","Supermarket Type1",476.047,"FD",22,"4",53.78304119,12.3909263645592,19.2095,38.43304119,0.53944847861,53.769,589.73165,10,1355.26622186967,2.40319218241042,78716912984652070912
"4373","FDT08",13.65,"Low Fat",0.04917754,"Fruits and Vegetables",151.805,"OUT013","1987","High","Tier 3","Supermarket Type1",2696.49,"FD",34,"3",165.50417754,17.7628536609466,151.805,151.85417754,7.4653964597,165.455,2072.13825,2,5646.34948370165,10.9950752950753,1.85028735995228e+27
"4374","NCN29",15.2,"Non Edible",0.020280476,"Health and Hygiene",49.1034,"OUT010","1998","Medium","Tier 3","Grocery Store",194.4136,"NC",23,"4",64.323680476,3.95926962287744,24.5517,49.123680476,0.9958403252184,64.3034,746.37168,1,1252.8950750873,3.21586695906433,18783744220425850880
"4375","FDY27",6.38,"Low Fat",0.031962866,"Dairy",178.0344,"OUT045","2002","Small","Tier 2","Supermarket Type1",535.3032,"FD",19,"3",184.446362866,3.00674027041965,59.3448,178.066362866,5.6904896705904,184.4144,1135.859472,8,2512.19407649009,27.9462225705329,1.89429267348894e+24
"4376","NCR29",7.565,"Non Edible",0.054376275,"Health and Hygiene",56.293,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2546.685,"NC",36,"4",63.912376275,45.2398166734763,28.1465,56.347376275,3.061003648575,63.858,425.856545,6,3353.04972694243,7.44711757362121,3.80552129995976e+23
"4377","FDZ02",6.905,"Regular",0.063850971,"Dairy",97.2726,"OUT010","1998","Medium","Tier 3","Grocery Store",195.7452,"FD",23,"1",104.241450971,2.0123364647393,48.6363,97.336450971,6.2109499616946,104.1776,671.667303,1,1366.67878426519,14.1371534314909,4.94680882842598e+21
"4378","FDP40",4.555,"Regular",0.060154968,"Frozen Foods",110.1544,"OUT019","1985","Small","Tier 1","Grocery Store",111.8544,"FD",36,"1",114.769554968,1.01543288329835,36.7181333333333,110.214554968,6.6263344070592,114.7094,501.753292,5,1163.31981837493,24.485659226735,3.93735397915702e+21
"4379","FDE11",17.7,"Regular",0.134441765,"Starchy Foods",183.9924,"OUT027","1985","Medium","Tier 3","Supermarket Type3",6478.234,"FD",36,"3",201.826841765,35.2092477732776,91.9962,184.126841765,24.736263002586,201.6924,3256.66548,6,10744.5281770764,10.4153898305085,5.69071776414899e+30
"4380","DRL35",15.7,"Low Fat",0.03067808,"Hard Drinks",44.777,"OUT013","1987","High","Tier 3","Supermarket Type1",605.878,"DR",34,"4",60.50767808,13.5310092234853,44.777,44.80767808,1.37367238816,60.477,702.9989,2,1649.07093978765,2.74234253361642,2.92071640963307e+21
"4381","FDD56",15.2,"Regular",0.103758647,"Fruits and Vegetables",177.0054,"OUT035","2004","Small","Tier 2","Supermarket Type1",2976.7918,"FD",17,"3",192.309158647,16.8175196914896,59.0018,177.109158647,18.3658408156938,192.2054,2690.48208,7,6563.27280652958,11.5720657894737,5.8186451196499e+28
"4382","FDO39",6.985,"Regular",0.136701678,"Meat",182.1608,"OUT027","1985","Medium","Tier 3","Supermarket Type3",5880.3456,"FD",36,"3",189.282501678,32.2810703510305,91.0804,182.297501678,24.9016870258224,189.1458,1272.393188,6,8107.08681330968,26.2713306291259,1.945510405958e+29
"4383","FDG32",19.85,"Low Fat",0.1761593985,"Fruits and Vegetables",222.0772,"OUT019","1985","Small","Tier 1","Grocery Store",889.5088,"FD",36,"2",242.1033593985,4.00540352634129,74.0257333333333,222.2533593985,39.1209859725642,241.9272,4408.23242,5,6432.80354448646,11.1995230898405,4.17536063621977e+29
"4384","FDU50",5.75,"Regular",0.074806196,"Dairy",112.9176,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3435.528,"FD",36,"1",118.742406196,30.4250887372739,56.4588,112.992406196,8.4469361174496,118.6676,649.2762,6,4703.53478526572,19.8769739130435,1.26635442703447e+26
"4385","FDX24",8.355,"Low Fat",0.013926425,"Baking Goods",93.0462,"OUT035","2004","Small","Tier 2","Supermarket Type1",1110.5544,"FD",17,"1",101.415126425,11.935515905002,31.0154,93.060126425,1.295800925835,101.4012,777.401001,7,2368.97897881171,11.1509515260323,1.3134451923453e+22
"4386","NCN43",12.15,"Non Edible",0.006754117,"Others",122.173,"OUT013","1987","High","Tier 3","Supermarket Type1",2586.633,"NC",34,"1",134.329754117,21.1718874055642,122.173,122.179754117,0.825170736241,134.323,1484.40195,2,4790.60608713135,10.1195884773663,5.95705519244029e+23
"4387","FDK34",13.35,"Low Fat",0.041787824625,"Snack Foods",238.7564,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1906.8512,"FD",12,"2",252.148187824625,7.98659721791751,119.3782,238.798187824625,9.97711057129635,252.1064,3187.39794,4,6260.74166654646,17.8743870162297,4.69104126795737e+27
"4388","NCN41",17,"Non Edible",0.052209303,"Health and Hygiene",122.373,"OUT046","1997","Small","Tier 1","Supermarket Type1",2586.633,"NC",24,"1",139.425209303,21.1372851854576,40.791,122.425209303,6.389009036019,139.373,2080.341,9,5335.87968958448,7.24370588235294,9.67804630914671e+26
"4389","FDW16",17.35,"Regular",0.041538713,"Frozen Foods",93.1804,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1378.206,"FD",22,"1",110.571938713,14.7907285223073,46.5902,93.221938713,3.8705938928252,110.5304,1616.67994,10,3545.14591393768,5.31817867435158,2.36391610689931e+25
"4390","FDP46",15.35,"Low Fat",0.13064231,"Snack Foods",88.383,"OUT019","1985","Small","Tier 1","Grocery Store",89.883,"FD",36,"1",103.86364231,1.01697158955908,29.461,88.51364231,11.54655928473,103.733,1356.67905,5,1952.04650957279,5.83168295331162,4.53579082799068e+23
"4391","NCD07",9.1,"Non Edible",0.055382616,"Household",115.0518,"OUT013","1987","High","Tier 3","Supermarket Type1",683.1108,"NC",34,"1",124.207182616,5.93741949278499,115.0518,115.107182616,6.3718696595088,124.1518,1046.97138,2,2392.77598142189,12.5180549450549,3.0111583286345e+24
"4392","FDG44",6.13,"Low Fat",0.113332134857143,"Fruits and Vegetables",54.1298,"OUT046","1997","Small","Tier 1","Supermarket Type1",1348.245,"FD",24,"4",60.3731321348571,24.9076294388673,18.0432666666667,54.2431321348571,6.13464579339018,60.2598,331.815674,9,2013.33347042503,8.86112379916621,1.52987920825569e+23
"4393","FDC20",10.65,"Low Fat",0.041970938,"Fruits and Vegetables",55.4272,"OUT019","1985","Small","Tier 1","Grocery Store",111.8544,"FD",36,"4",66.119170938,2.01804168350557,18.4757333333333,55.469170938,2.3263315747136,66.0772,590.29968,5,1035.89786083325,5.22227230046948,1.60024319649248e+20
"4394","FDB23",19.2,"Regular",0.005583951,"Starchy Foods",226.9062,"OUT013","1987","High","Tier 3","Supermarket Type1",4514.124,"FD",34,"2",246.111783951,19.8942294216729,226.9062,226.911783951,1.2670331023962,246.1062,4356.59904,2,10141.3448501873,11.7503229166667,6.27492204665465e+26
"4395","DRK59",8.895,"Low Fat",0.075757177,"Hard Drinks",233.8616,"OUT018","2009","Medium","Tier 3","Supermarket Type2",937.4464,"DR",12,"2",242.832357177,4.00855206669244,116.9308,233.937357177,17.7166946247032,242.7566,2080.198932,4,4148.30466748881,26.3621810005621,1.11673043830606e+27
"4396","FDT31",19.75,"Low Fat",0.012467648,"Fruits and Vegetables",188.1872,"OUT049","1999","Medium","Tier 1","Supermarket Type1",2458.1336,"FD",22,"3",207.949667648,13.0621721349805,94.0936,188.199667648,2.3462517677056,207.9372,3716.6972,10,7158.37773054269,9.56238987341772,7.28048471092327e+26
"4397","FDB15",10.895,"Low Fat",0.137368051,"Dairy",264.3568,"OUT018","2009","Medium","Tier 3","Supermarket Type2",4745.8224,"FD",12,"2",275.389168051,17.9523371443443,132.1784,264.494168051,36.3141783845968,275.2518,2880.167336,4,8935.48794864859,24.2212146244455,1.60258337303266e+30
"4398","FDI56",7.325,"Low Fat",0.092933158,"Fruits and Vegetables",91.0146,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3466.1548,"FD",36,"1",98.432533158,38.083503086318,45.5073,91.107533158,8.4582742021068,98.3396,666.681945,6,4667.29669030277,12.4798088737201,1.17588669899343e+26
"4399","NCQ17",10.3,"Non Edible",0.117593973,"Health and Hygiene",154.463,"OUT017","2007","Small","Tier 2","Supermarket Type1",2503.408,"NC",14,"3",164.880593973,16.2071693544732,51.4876666666667,154.580593973,18.163917851499,164.763,1590.9689,3,4860.96924768654,15.1290938511327,1.84849802902413e+27
"4400","FDH44",19.1,"Regular",0.026018497,"Fruits and Vegetables",148.2418,"OUT017","2007","Small","Tier 2","Supermarket Type1",3089.9778,"FD",14,"3",167.367818497,20.8441735057184,49.4139333333333,148.267818497,3.8570288285746,167.3418,2831.41838,3,6685.47954294833,7.70899476439791,2.18763914754589e+26
"4401","FDP40",4.555,"Regular",0.034410585,"Frozen Foods",111.3544,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1342.2528,"FD",22,"1",115.943810585,12.0538820199292,55.6772,111.388810585,3.831770046324,115.9094,507.219292,10,2426.96692662093,24.485659226735,4.30194790255244e+23
"4402","NCR17",9.8,"Non Edible",0.02426524,"Health and Hygiene",114.0492,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3938.8728,"NC",36,"1",123.87346524,34.5366105154617,57.0246,114.07346524,2.767431209808,123.8492,1117.68216,6,5694.61526203727,11.7894591836735,3.85825453226658e+25
"4403","NCO53",16.2,"Non Edible",0.176175402,"Health and Hygiene",184.0608,"OUT017","2007","Small","Tier 2","Supermarket Type1",2021.3688,"NC",14,"3",200.436975402,10.9820711417097,61.3536,184.236975402,32.4269854324416,200.2608,2981.78496,3,5932.51835969455,11.3193395061728,6.7438385681131e+28
"4404","FDG38",8.975,"Regular",0.088257771,"Canned",84.1224,"OUT010","1998","Medium","Tier 3","Grocery Store",170.4448,"FD",23,"1",93.185657771,2.02615236845359,42.0612,84.210657771,7.4244555151704,93.0974,754.99854,1,1375.48989246235,9.49058000619003,8.54379324062319e+21
"4405","FDO01",21.1,"Regular",0.020750867,"Breakfast",128.7994,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1927.491,"FD",22,"1",149.920150867,14.9650619490463,64.3997,128.820150867,2.6726992190798,149.8994,2717.66734,10,5369.31424792983,6.12556398104265,1.47398476374278e+26
"4406","NCQ43",17.75,"Non Edible",0.111527348,"Others",110.2912,"OUT045","2002","Small","Tier 2","Supermarket Type1",873.5296,"NC",19,"1",128.152727348,7.92021122265421,36.7637333333333,110.402727348,12.3004850437376,128.0412,1957.6688,8,3437.77334941873,6.13133521126761,2.74440153696142e+26
"4407","FDU47",12.8,"Regular",0.114318263,"Breads",142.2838,"OUT018","2009","Medium","Tier 3","Supermarket Type2",421.4514,"FD",12,"3",155.198118263,2.96204768216761,71.1419,142.398118263,16.2656368690394,155.0838,1821.23264,4,2975.30937136961,10.9723671875,5.55917637499335e+25
"4408","FDZ02",6.905,"Regular",0.038363204,"Dairy",98.1726,"OUT017","2007","Small","Tier 2","Supermarket Type1",587.2356,"FD",14,"1",105.115963204,5.98166494520874,32.7242,98.210963204,3.7662154810104,105.0776,677.881803,3,1748.31823416584,14.1371534314909,1.5807036659612e+22
"4409","FDS04",10.195,"Regular",0.146733658428571,"Frozen Foods",141.8838,"OUT010","1998","Medium","Tier 3","Grocery Store",280.9676,"FD",23,"3",152.225533658429,1.98026554123868,70.9419,142.030533658429,20.8191290457477,152.0788,1446.505341,1,2456.61231986838,13.7873053239605,9.99785777248004e+24
"4410","FDQ31",5.785,"Regular",0.053930934,"Fruits and Vegetables",87.3856,"OUT049","1999","Medium","Tier 1","Supermarket Type1",878.856,"FD",22,"1",93.224530934,10.0572176651531,43.6928,87.439530934,4.7127870261504,93.1706,505.525696,10,1858.05461488049,15.1418496110631,2.14812387407324e+23
"4411","FDT57",15.2,"Low Fat",0.018942606,"Snack Foods",236.0248,"OUT027","1985","Medium","Tier 3","Supermarket Type3",6636.6944,"FD",36,"2",251.243742606,28.1186316014249,118.0124,236.043742606,4.4709247926288,251.2248,3587.57696,6,11428.1362144293,15.5959298245614,6.03353266240619e+28
"4412","FDK50",7.96,"Low Fat",0.028339599,"Canned",162.4894,"OUT013","1987","High","Tier 3","Supermarket Type1",1779.6834,"FD",34,"3",170.477739599,10.9526122934788,162.4894,162.517739599,4.6048844377506,170.4494,1293.415624,2,3971.28246233527,20.3574064768286,3.23491963736526e+25
"4413","FDB49",8.3,"Regular",0.030151351,"Baking Goods",98.7384,"OUT046","1997","Small","Tier 1","Supermarket Type1",492.692,"FD",24,"1",107.068551351,4.98987222802881,32.9128,98.768551351,2.9770961555784,107.0384,819.52872,9,1823.62495000091,11.8988701472557,5.39523967602774e+22
"4414","FDN56",5.46,"Regular",0.107274301,"Fruits and Vegetables",145.5786,"OUT045","2002","Small","Tier 2","Supermarket Type1",3900.9222,"FD",19,"3",151.145874301,26.7959864980155,48.5262,145.685874301,15.6168425555586,151.0386,794.859156,8,5426.88959994103,26.4924175824176,1.27242275224697e+27
"4415","FDU02",13.35,"Low Fat",0.102670882,"Dairy",228.6352,"OUT049","1999","Medium","Tier 1","Supermarket Type1",3435.528,"FD",22,"2",242.087870882,15.0262426782928,114.3176,228.737870882,23.4741776402464,241.9852,3052.27992,10,7652.34808012124,17.1728406158968,9.46542046702061e+29
"4416","FDK26",5.46,"Regular",0.032177405,"Canned",185.424,"OUT046","1997","Small","Tier 1","Supermarket Type1",5219.872,"FD",24,"3",190.916177405,28.151005263612,61.808,185.456177405,5.96646314472,190.884,1012.41504,9,7134.05290665963,34.0941391941392,6.12343613169904e+26
"4417","DRA24",19.35,"Regular",0.039734882,"Soft Drinks",165.7868,"OUT027","1985","Medium","Tier 3","Supermarket Type3",4913.604,"DR",36,"3",185.176534882,29.6380894015688,82.8934,165.826534882,6.5875189351576,185.1368,3207.97458,6,9030.17259783143,8.47632041343669,4.5565969763745e+28
"4418","FDF53",20.75,"Regular",0.083536989,"Frozen Foods",180.3318,"OUT013","1987","High","Tier 3","Supermarket Type1",4149.9314,"FD",34,"3",201.165336989,23.0127542674115,180.3318,180.415336989,15.0643755929502,201.0818,3741.88485,2,8954.61992033811,8.70876144578313,4.24096202156708e+29
"4419","NCZ30",6.59,"Non Edible",0.026225693,"Household",119.0098,"OUT049","1999","Medium","Tier 1","Supermarket Type1",2530.7058,"NC",22,"1",125.626025693,21.2646840848401,59.5049,119.036025693,3.1211144787914,125.5998,784.274582,10,3943.5480106525,18.3626403641882,5.51621143703915e+24
"4420","FDF14",7.55,"Low Fat",0.0273235,"Canned",151.934,"OUT017","2007","Small","Tier 2","Supermarket Type1",1837.608,"FD",14,"3",159.5113235,12.0947779957087,50.6446666666667,151.9613235,4.151368649,159.484,1147.1017,3,3709.85209973638,20.1816556291391,3.19241587529659e+24
"4421","FDU40",20.85,"Low Fat",0.03747983,"Frozen Foods",192.7478,"OUT045","2002","Small","Tier 2","Supermarket Type1",2131.2258,"FD",19,"3",213.63527983,11.0570693932693,64.2492666666667,192.78527983,7.224154776874,213.5978,4018.79163,8,7122.87049461231,9.27951079136691,9.55147316083024e+27
"4422","NCL18",18.85,"Non Edible",0.168531813,"Household",192.5136,"OUT017","2007","Small","Tier 2","Supermarket Type1",2916.204,"NC",14,"3",211.532131813,15.1480414890169,64.1712,192.682131813,32.4446660351568,211.3636,3628.88136,3,7526.15461945122,10.2895514294135,3.45559135297922e+29
"4423","FDP25",15.2,"Low Fat",0.021293909,"Canned",218.4824,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1528.6768,"FD",12,"2",233.703693909,6.99679608059963,109.2412,218.503693909,4.6523443437016,233.6824,3320.93248,4,5925.6380634771,14.3060789473684,3.05384214627076e+26
"4424","NCV05",10.1,"Non Edible",0.030269774,"Health and Hygiene",152.4656,"OUT045","2002","Small","Tier 2","Supermarket Type1",2934.8464,"NC",19,"3",162.595869774,19.249236549097,50.8218666666667,152.495869774,4.6150992547744,162.5656,1539.90256,8,5235.12436628394,15.2276171617162,1.43872089445433e+26
"4425","FDV49",10,"Low Fat",0.025822315,"Canned",262.7226,"OUT035","2004","Small","Tier 2","Supermarket Type1",3171.8712,"FD",17,"2",272.748422315,12.0730808845528,87.5742,262.748422315,6.784105734819,272.7226,2627.226,7,7027.78049902937,26.3944822222222,4.52907434575026e+27
"4426","FDJ56",8.985,"Low Fat",0.183688161,"Fruits and Vegetables",100.27,"OUT049","1999","Medium","Tier 1","Supermarket Type1",998.7,"FD",22,"1",109.438688161,9.9601077091852,50.135,100.453688161,18.41841190347,109.255,900.92595,10,2459.54466038324,11.1560007419774,1.5025263899668e+26
"4427","FDI40",11.5,"Regular",0.125579201,"Frozen Foods",99.7358,"OUT035","2004","Small","Tier 2","Supermarket Type1",1105.8938,"FD",17,"1",111.361379201,11.0882331118816,33.2452666666667,99.861379201,12.5247420750958,111.2358,1146.9617,7,2787.60341946914,8.7219536231884,5.06860621661283e+25
"4428","NCK05",20.1,"Non Edible",0.077079177,"Health and Hygiene",61.5536,"OUT027","1985","Medium","Tier 3","Supermarket Type3",918.804,"NC",36,"4",81.730679177,14.9268929843259,30.7768,61.630679177,4.7445008293872,81.6536,1237.22736,6,2582.95156197941,3.0494328358209,5.16868772131362e+24
"4429","NCI43",19.85,"Non Edible",0.026074491,"Household",48.6376,"OUT018","2009","Medium","Tier 3","Supermarket Type2",575.2512,"NC",12,"4",68.513674491,11.8272941099067,24.3188,48.663674491,1.2682006634616,68.4876,965.45636,4,1872.69413138372,2.44458942065491,2.63250538958724e+21
"4430","NCE42",21.1,"Non Edible",0.010593469,"Household",234.2958,"OUT013","1987","High","Tier 3","Supermarket Type1",3739.1328,"NC",34,"2",255.406393469,15.959026154118,234.2958,234.306393469,2.4820052941302,255.3958,4943.64138,2,9995.36010752015,11.0945876777251,4.88591467322991e+27
